"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Kurt Elling";"Passion world";"Where the streets have no name";2015;"CONCORD JAZZ";1710064647;1710064937;"https://music.apple.com/fr/album/where-the-streets-have-no-name/1443167446?i=1443168024&uo=4";"https://open.spotify.com/track/70Sl32FS5i3SzJbMZMX3qv";
"Joshua Redman, Brad Mehldau, Christian Mcbride & B";"RoundAgain";"Silly little love song";2020;"NONESUCH";1710064934;1710065353;;;
"Lambert, Hendricks & Ross";"The hottest new group in jazz";"Moanin'";1956;"COLUMBIA";1710065350;1710065501;;;
"Andy Bey";"Andy bey & the bey sisters";"Hallelujah, I love her so";1965;"PRESTIGE";1710065498;1710065643;;;
"Judith Owen";"Come on & get it";"Big long slidin' thing";2022;"TWANKY RECORDS";1710065637;1710065818;"https://music.apple.com/fr/album/big-long-slidin-thing/1688882754?i=1688882762&uo=4";"https://open.spotify.com/track/3uiWcsK1zvldIMALfvLoYQ";
"Daniel Zimmermann";"L'homme à tête de chou in Uruguay";"Ballade de Melody Nelson (feat. Erik Truffaz)";2022;"LABEL BLEU";1710065816;1710066163;"https://music.apple.com/fr/album/ballade-de-melody-nelson-feat-erik-truffaz/1647748088?i=1647748847&uo=4";;
"Tropical Jazz Trio";"Tropical jazz trio";"Couleur Café";2019;"FRENCH PARADOX";1710066161;1710066314;"https://music.apple.com/fr/album/couleur-caf%C3%A9/1464232001?i=1464233210&uo=4";"https://open.spotify.com/track/3GdKslGMBCMDzZ8i7Tkw8h";"https://www.deezer.com/track/681554732"
"Michel Petrucciani";"Both worlds";"Guadeloupe";1997;"DISQUES DREYFUS";1710066312;1710066673;;"https://open.spotify.com/track/1Tlojm1wktqaaTVm0WQLdj";"https://www.deezer.com/track/141160845"
"Clelya Abraham";"La source";"Padjanbel";2021;"LE VIOLON D'INGRES";1710066673;1710066914;;;
"David Prez & Vincent Bourgeyx";"Two For the Road";"Kafka's nightmare";2022;"PJU RECORDS";1710066909;1710067235;"https://music.apple.com/fr/album/kafkas-nightmare/1626124237?i=1626124258&uo=4";;
"Thierry Eliez";"Emerson Enigma";"Knife Edge";2022;"DOOD";1710067226;1710067556;;"https://open.spotify.com/track/5DIVutefMLSSAC3P6br95J";
