"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Shirley Horn";"Travelin' light";"You're blase";1965;"IMPULSE";1708163871;1708164011;"https://open.spotify.com/track/5x2MAWu348u2VORSKTEEGW";;
"Julien Lourau";"Power of soul";"Dont mess with Mr T.";2021;"KOMOS";1708164011;1708164293;;;
"The Jimmy Heath Sextet";"The Quota / Triple Threat";"Gemini";1962;"Fresh Sound";1708164291;1708164660;;;
"The Invisible Session";"The invisible session";"Heroes of Sponge Cake";2006;"SCHEMA";1708164659;1708165041;"https://open.spotify.com/track/7zolXVC6bX2RLC0i1XgT2q";"https://music.apple.com/fr/album/heroes-of-sponge-cake/150491652?i=150492290&uo=4";
"Earl Klugh";"Volume one";"Bewitched";1991;"WEA";1708165037;1708165277;;;
"Avishai Cohen Trio";"From darkness";"Ballad For An Unborn";2015;"RazDaz";1708165275;1708165728;;;
"Arthur Prysock";"Morning, noon, & night the collection";"Woke up this morning";1955;"VERVE";1708165728;1708165902;;;"https://www.deezer.com/track/4241121"
"Chip Wickham";"Blue to red";"Route one";2020;"LOVEMONK";1708165901;1708166315;"https://open.spotify.com/track/0nY9DcfG0Jffrg6r2apqJf";"https://music.apple.com/fr/album/route-one/1506633034?i=1506633344&uo=4";
"Tony Williams";"Foreign intrigue";"Sister Cheryl";1985;"BLUE NOTE";1708166313;1708166731;"https://open.spotify.com/track/0jV2wU27f04zo8eP1tuaQY";"https://music.apple.com/fr/album/sister-cheryl/1443478556?i=1443478701&uo=4";
"Sarah Lancman";"A contretemps";"Don't lose me";2017;"JAZZ ELEVEN";1708166727;1708166934;;;
"Plas Johnson";"Jazz, lindy hop, boogie / Années 40-50";"Too close for comfort";1959;"FREMEAUX ET ASSOCIES";1708166931;1708167117;;"https://music.apple.com/fr/album/too-close-for-comfort/773870333?i=773870540&uo=4";
"Tomasz Stanko";"Soul of things";"Soul of Things 03";2002;"ECM";1708167115;1708167374;;;
"Tom Waits";"Asylum years";"The heart of saturday night";1974;"ELEKTRA";1708167366;1708167599;;;
"Johnny Hartman";"Live at Sometime";"Sposin'";1978;"TRIO";1708167599;1708167768;;;
"Marcus Bartelt & Martin Sasse";"Still here";"Silverback";2022;"JAZZJAZZ";1708167768;1708168046;;"https://music.apple.com/fr/album/silverback/1650888866?i=1650889358&uo=4";
"Snorre Kirk";"Top dog";"Working the night shift";2022;"STUNT RECORDS";1708168045;1708168277;"https://open.spotify.com/track/3Z20hsq9GRuI2AP5Rx5gwW";;
"Rosemary Clooney";"Blue rose";"Me and you";1956;"COLOMBIA / LEGACY";1708168274;1708168425;;"https://music.apple.com/fr/album/me-and-you/158576700?i=158576720&uo=4";"https://www.deezer.com/track/139369205"
"Tutu Puoane & Brussels Jazz Orchestra";"We have a dream";"Big yellow taxi";2018;"SOULFACTORY RECORDS";1708168421;1708168721;;"https://music.apple.com/fr/album/big-yellow-taxi/1337931052?i=1337931914&uo=4";"https://www.deezer.com/track/451253912"
"Lezlie Harrison";"Soul book / Vol. 1";"Ain't no sunshine";2020;"PURE TONES OF SOUL";1708168720;1708168995;"https://open.spotify.com/track/15tGAW3cjClqvFteEUfR3z";"https://music.apple.com/fr/album/aint-no-sunshine/1532080012?i=1532080015&uo=4";
"Cornell Dupree";"I'm alright";"Grandma's hands";2011;"P-VINE RECOR";1708168995;1708169220;;;
"Andy Bey";"Experience and judgment";"Experience";1974;"WARNER JAZZ";1708169213;1708169384;;"https://music.apple.com/fr/album/experience/68076978?i=68075699&uo=4";"https://www.deezer.com/track/668980"
"Orions Belte";"Kim Åge Furuhaug";"Langeland frukt & tobakk";2022;"JANSEN RECORDS";1708169384;1708169720;"https://open.spotify.com/track/0s7UF7Hx8q9scbkcCDOLZT";;
"Oan Kim & The Dirty Jazz";"Whispers";"Mambo";2022;"AUTOPRODUCTION";1708169720;1708169894;;;
