"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Nitai Hershkovits";"Lemon the moon";"Far Picture of Bresi";2019;"YELLOWBIRD";1709546344;1709546663;"https://open.spotify.com/track/6dwDSEOzw4bWu1A7Rnc8F2";;
"Les McCann";"Layers";"Sometimes I cry";1973;"RHINO ATLANTIC";1709546653;1709546969;"https://open.spotify.com/track/6gA0ps6IzjBj7azFvWjWME";;
"Joni Mitchell";"Travelogue";"Be cool";2002;"NONESUCH";1709546966;1709547274;;;
"Ed Thigpen";"Out Of The Storm";"Heritage";1966;"VERVE";1709547270;1709547590;"https://open.spotify.com/track/5SkzJpXb7A5mjNgxCzfagM";;
"Andy Milne";"Dreams & false alarms";"Don't let it bring you down";2007;"SONGLINES RECORDINGS";1709547585;1709547845;"https://open.spotify.com/track/3fW3FP5qeyb99euLvgoyuR";"https://music.apple.com/fr/album/dont-let-it-bring-you-down/1164744714?i=1164744817&uo=4";"https://www.deezer.com/track/133983980"
"The Style Council";"Confessions of a pop group";"The story of someones shoe";1988;"POLYDOR";1709547837;1709548054;;;
"Christian Mcbride Trio";"Out Here";"East of the sun (and west of the moon)";2013;"Mack Avenue";1709548054;1709548511;"https://open.spotify.com/track/7dNORA3zEIgPBelCsFFMTH";"https://music.apple.com/fr/album/east-of-the-sun-and-west-of-the-moon/667572188?i=667574944&uo=4";
"Ted Heath (Chef d'orchestre)";"Big band blues";"St James Infirmary";1959;"VOCALION";1709548506;1709548699;;;
"Abraham Inc.";"Together we stand";"The song I never got to sing";2019;"LABEL BLEU";1709548698;1709548889;"https://open.spotify.com/track/2x4yLUA5yJ9YHGZskxBUpZ";;
"Pekka Pohjola";"Harakka Bialoipokku";"Ensimmäinen aamu - The first morning";1974;"Love";1709548888;1709549219;;;
"Verneri Pohjola";"Pekka";"The dragon of Kätkävaara";2017;"EDITION RECORDS";1709549218;1709549700;"https://open.spotify.com/track/6CGBf2k3fJl795M9MPLhpF";"https://music.apple.com/fr/album/the-dragon-of-k%C3%A4tk%C3%A4vaara/1218454245?i=1218454248&uo=4";
"Harry Belafonte (Voix)";"Jazz vocal - les chanteurs / Harry Belafonte : Belafonte sings the blues / CD5";"God Bless the Child";2013;"Sony";1709549697;1709549999;;;"https://www.deezer.com/track/68690936"
"Rolf Zielke";"Beaches in your soul";"Dragon, lion & cancer";;"AGOGO RECORDS";1709549999;1709550547;"https://open.spotify.com/track/62esfIxgohujQeC7Rfgqla";"https://music.apple.com/fr/album/dragon-lion-cancer/1556486622?i=1556486875&uo=4";
"Hank Mobley";"Soul Station";"Dig dis";1960;"Blue Note";1709550545;1709550911;;;
"Kellylee Evans";"I Remember When";"My name is";2013;"Universal";1709550909;1709551111;;"https://music.apple.com/fr/album/my-name-is/1167361231?i=1167368062&uo=4";
"Marcel Azzola";"3 temps pour bien faire";"Biguine des lavandières";1982;"CHANT DU MONDE";1709551110;1709551494;;;
"Tim Sparks";"Masada guitars";"Kodashim";2003;"TZADIK";1709551492;1709551706;;;
"Eartha Kitt";"I'm a funny dame";"I'm a funny dame";1956;"OFFICIAL";1709551703;1709551829;;"https://music.apple.com/fr/album/im-a-funny-dame/304716387?i=304716414&uo=4";
"Soil & 'Pimp' Sessions";"Pimpoint";"We Want More !!!!!";2007;"Brownswood";1709551830;1709552064;;;
"Duke Jordan";"Lover man";"Sea";1975;"STEEPLE CHAS";1709552062;1709552308;;"https://music.apple.com/fr/album/sea/159238355?i=159238405&uo=4";
"Dhafer Youssef";"Diwan of beauty & odd";"Al akhtal rhapsody part 3";2016;"OKEY";1709552306;1709552517;;;
"Mal Waldron";"The quest";"Warm canto";1961;"PRESTIGE";1709552513;1709552850;;;"https://www.deezer.com/track/514142962"
"Verneri Pohjola";"Aurora";"For Three";2009;"ACT MUSIC & VISION";1709552844;1709553545;"https://open.spotify.com/track/6QAkrWr5mbJ4HVC0RnTwhd";"https://music.apple.com/fr/album/for-three/411935819?i=411935989&uo=4";"https://www.deezer.com/track/17208079"
"Jimmy Rushing";"Love songs";"I never knew i gould love anyone like i'm loving you";1960;"HARMONIA MUNDI";1709553543;1709553689;;;
"Belmondo Quintet";"Brotherhood";"Woody 'n Us (Sur le nom de W.O.O.D.Y. S.H.A.W.)";2021;"B Flat";1709553689;1709553912;;;
"Kenny Burrell";"Kenny Burrell & John Coltrane";"Lyresto";1958;"WEA";1709553908;1709554248;;;
"Susi Hyldgaard";"It's love we need";"Please forgive me";2008;"YELLOW BIRD";1709554248;1709554553;;;
"Abdullah Ibrahim";"A celebration";"Ishmael";1976;"Enja Records";1709554550;1709554923;;"https://music.apple.com/fr/album/ishmael/308649075?i=308649080&uo=4";
"Renaud Garcia-Fons (Contrebasse)";"La linea del sur";"La Linea Del Sur";2009;"enja";1709554915;1709555281;"https://open.spotify.com/track/6uZBS284QH8AoadDQGFLBJ";;
"Django Reinhardt";"Manoir de ses rêves / CD 02 (1935-1937)";"I'se a muggin'";1936;"LE CHANT DU";1709555279;1709555462;;;"https://www.deezer.com/track/79945940"
"Ninine Garcia Quintet";"Nouvelle Vie";"Estate";2008;"DJAZ RECORDS";1709555462;1709555647;"https://open.spotify.com/track/3zqHAM0AHh8l1o6udX9j80";;
"Ruben Gonzalez";"Introducing Ruben Gonzalez";"Melodía del río";1997;"NIGHT/DAY";1709555645;1709555924;"https://open.spotify.com/track/5AFOEeVJIUCeWEpEyzNuTL";"https://music.apple.com/fr/album/melod%C3%ADa-del-r%C3%ADo/1716599302?i=1716599310&uo=4";
"Doug Hammond";"A real deal";"We People";2007;"HEAVENLY";1709555922;1709556132;"https://open.spotify.com/track/6dqdEJJpG3RviogXTglxck";"https://music.apple.com/fr/album/we-people/1304619505?i=1304619510&uo=4";"https://www.deezer.com/track/89214497"
"Dizzy Gillespie";"Jambo Caribe";"Trinidad, Goodbye";;"VERVE";1709556128;1709556633;"https://open.spotify.com/track/03ZUl21hpHoCq27KHRuEYm";"https://music.apple.com/fr/album/trinidad-goodbye/1445670509?i=1445672731&uo=4";
"Edouard Bineau";"Wared Quartet";"Charmeur de pierres";2010;"DERRY DOL RECORDS";1709556630;1709556975;;;
"Blossom Dearie";"Blossom time at Ronnie Scott's club London";"The Shadow Of Your Smile";1966;"EMARCY RECORDS";1709556969;1709557222;"https://open.spotify.com/track/2bew5a4zWkNZERaYVHWzkx";"https://music.apple.com/fr/album/the-shadow-of-your-smile-remastered/1686234453?i=1686234754&uo=4";
"Lisa Cat-Berro";"Good days bad days";"Les fleurs de sakura";2021;"GAYA MUSIC PRODUCTION";1709557222;1709557457;"https://open.spotify.com/track/6jW2y0cyLHWa5TiGY7xuDI";"https://music.apple.com/fr/album/les-fleurs-de-sakura/1562312311?i=1562312534&uo=4";
"Mccoy Tyner";"Inception";"Speak low";1962;"Impulse !";1709557454;1709557825;;"https://music.apple.com/fr/album/speak-low/1619077522?i=1619077528&uo=4";
"Avishai Cohen (Contrebasse, Chant)";"Two Roses";"Two roses";2021;"Naive / Believe";1709557821;1709558083;;;
"Toots Thielemans";"Progressions 100 years of jazz guitar";"Bluesette";1974;"IMPULSE";1709558080;1709558248;;"https://music.apple.com/fr/album/bluesette/493515031?i=493515032&uo=4";"https://www.deezer.com/track/858701"
"Yaron Herman";"Alter Ego";"Homemade";2012;"ACT MUSIC & VISION";1709558246;1709558561;"https://open.spotify.com/track/699iz0Ol4HNpFarlKVyqxm";;
"Rita Reys";"The Rita Reys story (song of a lifetime) / CD 1";"Star eyes";1957;"NIKKELEN NELIS";1709558559;1709558815;;"https://music.apple.com/fr/album/star-eyes/724884243?i=724885387&uo=4";
"Matthieu Chazarenc";"Canto II Cançon";"Les terrasses du Palat (feat. Sylvain Luc)";2021;"CC PRODUCTION";1709558814;1709559118;;"https://music.apple.com/fr/album/les-terrasses-du-palat-feat-sylvain-luc/1717423585?i=1717424206&uo=4";
"Jan Lundgren Trio";"Swedish standards";"Visa vid vindens ängar";1997;"SITTEL RECOR";1709559119;1709559350;;"https://music.apple.com/fr/album/visa-vid-vindens-%C3%A4ngar/308447217?i=308447245&uo=4";
"Anthony Joseph";"The rich are only defeated when running for their lives";"Calling England home";2021;"HEAVENLY SWEETNESS";1709559349;1709559719;"https://open.spotify.com/track/6jd5uWEpV3zdgnR0obsXZ2";"https://music.apple.com/fr/album/calling-england-home/1556905146?i=1556905435&uo=4";
"Kenny Dorham";"Afro-Cuban";"Lotus flower";1955;"Blue Note";1709559714;1709559969;;"https://music.apple.com/fr/album/lotus-flower/967940073?i=967941461&uo=4";
"John Zorn";"Alhambra love songs";"Benicia (for Paul Canales)";2009;"TZADIK";1709559968;1709560192;;;
"Oscar Peterson";"Oscar Peterson plays the Harold Arlen song book";"Let's fall in love";1959;"VERVE";1709560189;1709560323;"https://open.spotify.com/track/5VhckTV8NHBEudaOnSZcOf";"https://music.apple.com/fr/album/lets-fall-in-love/1442294208?i=1442294818&uo=4";
"Bobby Mcferrin";"Bobby's thing";"Runnin scared";1988;"DELTA";1709560322;1709560798;;;
"Eyolf Dale";"Being";"Northern brewer";2021;"EDITION RECORDS";1709560799;1709561089;"https://open.spotify.com/track/6bjAE7nEyuiRGBRge5p44Z";"https://music.apple.com/fr/album/northern-brewer/1538141443?i=1538141511&uo=4";
"Duke Pearson";"Scotch & Sofa";"The Phantom";1968;;1709561089;1709561698;"https://open.spotify.com/track/43gn9AXGDIIrUr1MbaYPWJ";"https://music.apple.com/fr/album/the-phantom/1445883152?i=1445883157&uo=4";
"Terri Lyne Carrington";"The mosaic project";"Transformation";2010;"GROOVE JAZZ";1709561688;1709562016;;;
"Tuatara";"Breaking the ethers";"Dark State of mind";1997;"EPIC";1709562015;1709562253;"https://open.spotify.com/track/6U9NQZ3NqxscFM6TMRXSo6";;
"Florent Nisse";"Aux mages";"Intrépide";2014;"NOME";1709562250;1709562566;"https://open.spotify.com/track/5F8YdMUmynmRky6FImtfSe";;"https://www.deezer.com/track/88648363"
"Bill Henderson";"With the Oscar Peterson trio";"You are my sunshine";1963;"VERVE";1709562562;1709562836;"https://open.spotify.com/track/60TXCSgLEGAZWqPCydXbeK";;"https://www.deezer.com/track/531538251"
"Sonny Amati Schmitt";"Sonny day";"Sonny day";2012;"CHANT DU MONDE";1709562836;1709563049;"https://open.spotify.com/track/3jmaMoewZrdi6QlIu310Bm";"https://music.apple.com/fr/album/sonny-day/505979608?i=505979753&uo=4";
"Monty Alexander";"Stir it up/The music of Bob Marley";"Could you be loved";1999;"TELARC";1709563047;1709563286;"https://open.spotify.com/track/4rhBP10oIu9L6hdgZNF1YU";"https://music.apple.com/fr/album/could-you-be-loved/1653876247?i=1653876608&uo=4";"https://www.deezer.com/track/2008404197"
"Nostalgia 77";"Everything under the sun";"Quiet dawn";2007;"TRU THOUGHTS";1709563283;1709563627;"https://open.spotify.com/track/33rGKM1TqMeWEscOMVyQVQ";;"https://www.deezer.com/track/442448352"
"Sonny Clark Trio";"Minor meeting";"Sonia";1960;"BRYBRIDGE RECORDS";1709563622;1709563932;;"https://music.apple.com/fr/album/sonia/681135464?i=681135694&uo=4";
"Warren Wolf";"Wolfgang";"Lake nerraw flow";2013;"MACK AVENUE";1709563928;1709564259;"https://open.spotify.com/track/39cjPRHZoQQRyyzl2X8rcj";"https://music.apple.com/fr/album/lake-nerraw-flow/668874074?i=668874293&uo=4";"https://www.deezer.com/track/68746448"
"Frank Sinatra";"Songs for swingin' lovers !";"Swingin' down the lane";1956;"Capitol";1709564257;1709564429;;"https://music.apple.com/fr/album/swingin-down-the-lane/1440841946?i=1440842781&uo=4";"https://www.deezer.com/track/1100130042"
"Francesco Geminiani";"Red sky, blue water";"Ep. 1_Tribeca sunset";2021;"FRESH SOUND";1709564429;1709564686;;;
"Michel Legrand";"Anthologie";"Trombone à tout Faire (Michel Legrand à l'Alhambra)";1956;"PHILIPS";1709564682;1709564888;;;
"Esperanza Spalding";"Radio Music Society";"City of roses";2012;"HEADS UP";1709564885;1709565155;"https://open.spotify.com/track/0In7P4fo3YYwMHdjmCXMru";"https://music.apple.com/fr/album/city-of-roses/1440952016?i=1440952662&uo=4";
"Hank Jones";"The Oracle";"The Oracle";;"Emarcy";1709565155;1709565553;;;
"Tin Hat";"Foreign Legion";"Helium";2010;"BAG PRODUCTION";1709565549;1709565906;"https://open.spotify.com/track/07oBecZH1zrqEXJXN3uu0F";"https://music.apple.com/fr/album/helium/352112070?i=352112077&uo=4";"https://www.deezer.com/track/7366965"
"Eden Ahbez";"Eden's island";"Full moon";1959;"COLLECTORS C";1709565904;1709566077;;;"https://www.deezer.com/track/3659521"
"Romane";"Double jeu";"Nature boy";2004;"IRIS MUSIC";1709566074;1709566373;"https://open.spotify.com/track/1MJYtkJ6fAbmuOa2mOviRN";;
"Lonnie Liston Smith";"Astral traveling";"Astral traveling";1973;"FLYING DUTCHMAN";1709566370;1709566696;"https://open.spotify.com/track/48H5TuZH94GflSRTUdKAct";;"https://www.deezer.com/track/1733849527"
"Thomas De Pourquery";"Drôles de dames";"Dancing in the dark (Awaking of the white knight)";2021;"BMC RECORDS";1709566693;1709567025;;;
"Indra Rios Moore";"Heartland";"Little black train";2015;"IMPULSE";1709567025;1709567232;;;
"Horace Silver";"The best of Horace Silver - The Blue Note years";"Soulville";1957;"BLUENOTE";1709567231;1709567606;;"https://music.apple.com/fr/album/soulville/715557242?i=715557340&uo=4";
"Florian Pellissier Quintet";"Rio";"The wildcards";2021;"HOT CASA RECORDS";1709567603;1709567811;"https://open.spotify.com/track/1Pt3Aw3Y0Ugqij7G6wHeSI";"https://music.apple.com/fr/album/the-wildcards/1563314872?i=1563314874&uo=4";
"Betty Carter";"Betty Carter's finest hour";"The trolley song";1980;"VERVE";1709567808;1709568013;;"https://music.apple.com/fr/album/the-trolley-song-live-at-bradshaws-great-american/1443220010?i=1443220447&uo=4";
