"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Viktorija Gecyte & Gene Perla";"In the moment";"I'll remember april (in Bamako) (feat. Nicholas Thomas & Mourad Benhammou)";2020;"P M RECORDS";1711792766;1711793001;;;
"Hank Jones";"Sarala / Hank Jones meets Cheick Tidiane Seck and the Mandinkas";"Fantague";1995;"VERVE";1711793000;1711793498;"https://open.spotify.com/track/6nqD7ScQIiUIiDcMfTGt4A";;
"Nina Simone";"Little girl blue";"African mailman";1958;"CHARLY RECOR";1711793496;1711793687;;;
"Jeanne Lee";"After Hours";"Every time we say goodbye";1994;"OWL/EMI";1711793684;1711793992;;;
"Grant Stewart Quartet";"The lighting of the lamps";"I'm a fool to want you";2022;"CELLAR MUSIC GROUP";1711793991;1711794396;;;
"Kurt Elling";"1619 Broadway / The Brill building project";"Tutti for Cootie";2012;"CONCORD JAZZ";1711794396;1711794711;"https://open.spotify.com/track/7oZAA7gO35RtmnMN18QapB";"https://music.apple.com/fr/album/tutti-for-cootie/1443119860?i=1443120311&uo=4";
"Duke Ellington";"Side by side";"You Need To Rock";1958;"VERVE";1711794711;1711795061;;;"https://www.deezer.com/track/11601130"
"Brussels Jazz Orchestra & Camille Bertault";"Gainsbourg";"Couleur Café";2022;"BJO";1711795062;1711795449;;;
"Remi Panossian Trio (rp3)";"Sun Monkey Voltage";"Wisteria forever";2022;"Add Fiction / Regarts";1711795448;1711795702;;;
"DOMi & JD Beck";"Not tight";"Bowling (feat. Thundercat)";2022;"APESHIT / BLUE NOTE RECORDS";1711795699;1711795814;"https://open.spotify.com/track/3Sk51FK0sTdiRQN477u5oq";;
"Weather Report";"Heavy weather";"A remark you made";1977;"LEGACY/SONY";1711795812;1711796220;"https://open.spotify.com/track/0k4XkPxJMQKQa7Ali1qske";;
"Kathleen Grace";"Tie me to you";"Where Or When";2020;"MOONSOON RECORDS";1711796212;1711796399;"https://open.spotify.com/track/7hc7NZMiZ5y89WYM7zWgwh";;"https://www.deezer.com/track/886925422"
"Doug Carn";"JAZZ IS DEAD / Vol. 5";"Desert rain";2020;"JAZZ IS DEAD";1711796400;1711796624;"https://open.spotify.com/track/4cmiQDye2NTMt7zIy8k7nk";;"https://www.deezer.com/track/2661141022"
"Art Farmer";"Meet the jazztet";"I remember Clifford";1960;"CHES";1711796622;1711796815;;"https://music.apple.com/fr/album/i-remember-clifford/1655715850?i=1655716232&uo=4";
"Meshell Ndegeocello";"Cookie: The anthropological mixtape";"Criterion";2002;"MAVERICK";1711796811;1711797079;"https://open.spotify.com/track/1amp2lenWoT0PrXYawrbSx";"https://music.apple.com/fr/album/criterion/358233993?i=358234069&uo=4";"https://www.deezer.com/track/5621965"
"Gary Burton";"Ring";"Mevlevia";1974;"ECM";1711797077;1711797436;;"https://music.apple.com/fr/album/mevlevia/1443183730?i=1443184035&uo=4";
"Dave Douglas";"High risk";"Molten sunset";2015;"GREENLEAF MUSIC";1711797432;1711797880;"https://open.spotify.com/track/31Dtp3OvVsrRB3mg8Ebu4q";;
"Mel Torme";"Swings shubert alley";"Too close for comfort";1960;"Verve";1711797878;1711798119;"https://open.spotify.com/track/5Omijj1Iu3rbEADHsGSpKe";"https://music.apple.com/fr/album/too-close-for-comfort/658518376?i=658521510&uo=4";"https://www.deezer.com/track/549295662"
"Pascal Schumacher Quartet";"Bang my can";"Elmarno";2011;"ENJA";1711798117;1711798333;;;
"Medeski Martin And Wood";"Last chance to dance trance (perhaps): Best of";"Chubb Sub";1999;"GRAMMAVISION";1711798333;1711798653;;;
"Cr Avery";"Magic hour sailor songs";"The ballad of Charlie Parker and Patsy Cline";2008;"CORNFLAKES ZOO";1711798651;1711799150;;;
"Charlie Parker";"Charlie Parker & friends";"Parker's mood";1948;"DREYFUS JAZZ";1711799148;1711799329;;;"https://www.deezer.com/track/858674"
"Kyle Eastwood";"Songs from the chateau";"Marciac";2011;"HM";1711799329;1711799616;"https://open.spotify.com/track/3opvwQJB0pywAJd40PcrB5";;
"Abbey Lincoln";"Through the years";"Little Niles";1958;"VERVE";1711799611;1711799913;"https://open.spotify.com/track/3GbE1HUPahK1OyGIWrRY5p";"https://music.apple.com/fr/album/little-niles-remastered/1458728098?i=1458728114&uo=4";"https://www.deezer.com/track/1098830"
"Apifera";"Overstand";"Notre damn";2020;"STONES THROW";1711799913;1711800136;"https://open.spotify.com/track/5Bo5sZBjbfOalPugRDhLjH";"https://music.apple.com/fr/album/notre-damn/1534043780?i=1534043782&uo=4";
"Hank Mobley";"A Caddy for Daddy";"A Caddy for Daddy";1966;"Blue Note";1711800134;1711800692;"https://open.spotify.com/track/0LcumNOQqE5rSS5V48WQJf";;"https://www.deezer.com/track/3480060"
"Gretchen Parlato";"In a dream";"Butterfly";2009;"OBLIQSOUND";1711800684;1711800984;"https://open.spotify.com/track/0xVLFbfJ2IlcXZi8MZ4UEj";"https://music.apple.com/fr/album/butterfly/324839730?i=324839998&uo=4";
"Steps Ahead";"Steps ahead";"Islands";1983;"ELEKTRA";1711800980;1711801365;"https://open.spotify.com/track/6euxu3SL5sT77aDmYcYtP8";"https://music.apple.com/fr/album/islands/330433267?i=330433388&uo=4";"https://www.deezer.com/track/2813597"
"Florian Pellissier Quintet";"Cap de Bonne Espérance";"Les masques africains";2015;"HEAVENLY SWEETNESS";1711801362;1711801748;;;"https://www.deezer.com/track/1792159527"
"Stan Kenton";"New concepts of artistry in rhythm";"My lady";1952;"CAPITOL";1711801745;1711801941;;"https://music.apple.com/fr/album/my-lady/1454610710?i=1454611466&uo=4";"https://www.deezer.com/track/3263283"
"Charles Lloyd";"The water is wide";"The water is wide";2000;"ECM";1711801941;1711802240;"https://open.spotify.com/track/3RtWKhPFA37WFmMrSVx7kW";"https://music.apple.com/fr/album/the-water-is-wide/1443065029?i=1443065033&uo=4";"https://www.deezer.com/track/1169326"
"John Abercrombie";"Characters";"Backward glance";1977;"ECM";1711802237;1711802504;;;"https://www.deezer.com/track/2230587"
