"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Nina Simone (Voix, Piano)";"After Hours";"Lilac Wine";1995;"Verve";1704189447;1704189697;"https://www.deezer.com/track/2144435507";"https://open.spotify.com/track/6Y5LA4sn0Z2lxvrYqNgF60";
"Edouard Ferlet";"Sun dog";"Sun dog";2021;"MELISSE";1704189697;1704189912;"https://www.deezer.com/track/2526937761";"https://open.spotify.com/track/4n4EALhlcYv1tsc45asW3M";"https://music.apple.com/fr/album/sun-dog/1598482618?i=1598482870&uo=4"
"Dave Brubeck";"The essential";"In your own sweet way";1956;"CBS";1704189908;1704190205;"https://www.deezer.com/track/115902062";"https://open.spotify.com/track/5BlwZNqCnJDhHuftFJSSzZ";"https://music.apple.com/fr/album/in-your-own-sweet-way/268558063?i=268558104&uo=4"
"Stacey Kent";"In love again";"Thou swell";2002;"CANDID";1704190199;1704190487;;;"https://music.apple.com/fr/album/thou-swell/1599388520?i=1599388829&uo=4"
"Tommy Flanagan";"Jazz poet";"Raincheck";1989;"Timeless";1704190483;1704190778;"https://www.deezer.com/track/1163363302";"https://open.spotify.com/track/6xKrilmBUKENVFpbXN3W1z";"https://music.apple.com/fr/album/raincheck/288123209?i=288123369&uo=4"
"Dylan Ryan";"Sand / Sky bleached";"Translucent spheres";2013;"CUNEIFORM RECORDS";1704190774;1704191075;;;
"Annie Ross";"Sings a song with Mulligan";"Give me the simple life";1957;"EMI";1704191071;1704191283;;;
"Magnus Ostrom";"Searching For Jupiter";"Mary Jane doesn't live here anymore";2013;"ACT";1704191283;1704191537;;"https://open.spotify.com/track/3SaWkXfRIrGgFw2ro7yWDz";"https://music.apple.com/fr/album/mary-jane-doesnt-live-here-anymore/690047415?i=690048211&uo=4"
"Grant Green";"Iron city";"Iron city";1972;"CONCORD";1704191533;1704191833;"https://www.deezer.com/track/7669347";;
"Diana Krall";"From this moment on";"Come dance with me";2006;"VERVE";1704191829;1704192091;"https://www.deezer.com/track/2309850";"https://open.spotify.com/track/0gzBvwhlq94seWBjW6aGAE";"https://music.apple.com/fr/album/come-dance-with-me/1443177535?i=1443177821&uo=4"
"Tadd Dameron Sextet";"BD Music presents Fats Navarro";"Lady Bird";1948;"BDMusic";1704192087;1704192258;;;
"Terence Blanchard";"Flow";"Child's play";2005;"BLUENOTE";1704192257;1704192617;"https://www.deezer.com/track/3255299";"https://open.spotify.com/track/634UCmerMOTR5VSoYnq1HR";"https://music.apple.com/fr/album/childs-play/1443133403?i=1443134261&uo=4"
"Herb Geller";"An American in Hamburg";"The Power of a Smile";2013;"Tramp";1704192611;1704193196;;;
"Omer Avital";"Qantar : New York paradox";"Bushwick after dark";2020;"JAZZ & PEOPLE";1704193196;1704193586;;"https://open.spotify.com/track/5DYdJ9KfOVPMWYyDRIPDXy";"https://music.apple.com/fr/album/bushwick-after-dark/1500015221?i=1500015604&uo=4"
"Lars Gullin Octet";"Lars Gullin with Chet Baker 1955-1956 / Volume 1";"Perntz";1956;"DRAGON OF SWEDEN";1704193583;1704193939;;;
"Sinne Eeg";"Dreams";"The bitter end";2017;"STUNT RECORDS";1704193937;1704194212;;"https://open.spotify.com/track/6pOgyyZYVWdTNCyUT8dRDL";"https://music.apple.com/fr/album/the-bitter-end/1334380497?i=1334380498&uo=4"
"Melvin Sparks";"Jazz dance classics volume three";"Love the life you live";1971;"LUV N HAIGHT";1704194209;1704194539;;;
"BadBadNotGood";"III";"Can't leave the night";2014;"INNOVATIVE LEISURE";1704194535;1704194803;;"https://open.spotify.com/track/3i24dUJKnMzsDqaFWqTGlb";"https://music.apple.com/fr/album/cant-leave-the-night/862409373?i=862409384&uo=4"
"The Delta Rhythm Boys";"Bof / Rain man";"Dry bones";1945;"CAPITOL";1704194800;1704194970;;;
"Julian Lage";"Modern lore";"General thunder";2018;"MACK AVENUE";1704194971;1704195292;"https://www.deezer.com/track/425607362";"https://open.spotify.com/track/31THGPbWPIArX7m3zRxOyT";"https://music.apple.com/fr/album/general-thunder/1308388201?i=1308389724&uo=4"
"Arturo Sandoval";"Sandoval Arturo/Hot house";"Funky cha-cha";1998;"N2K";1704195289;1704195639;;"https://open.spotify.com/track/48v8K1GKtKXQsz1el865oG";"https://music.apple.com/fr/album/funky-cha-cha/13314395?i=13314299&uo=4"
"Idris Ackamoor & The Pyramids";"We Be All Africans";"Whispering tenderness";2016;"Strut";1704195637;1704195865;;;"https://music.apple.com/fr/album/whispering-tenderness/1098204687?i=1098204844&uo=4"
"Harold Land Quintet";"The fox";"Mirror-mind rose";1960;"SINETONE AMR";1704195861;1704196250;;;
"Donny Mccaslin";"Fast future";"Squeeze through";2016;"Greenleaf";1704196247;1704196626;;;
"Thelma Gracen";"West coast vocalists 1953-1961";"More than you know";1955;"FREMEAUX ET ASSOCIES";1704196624;1704196851;;;
