"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Pierre De Bethmann Trio";"Essais / Vol. 3";"Dark blue";2019;"Aléa";1711879198;1711879511;"https://www.deezer.com/track/875963092";;
"Lester Young";"The President plays with the Oscar Peterson trio";"Ad lib blues";1952;;1711879507;1711879858;;;
"Phoebe Killdeer";"Weather's coming";"Big fight";2008;"PIAS";1711879857;1711880042;"https://www.deezer.com/track/999322172";"https://open.spotify.com/track/38vgYaPZxLeAHdPdWbkit4";
"Stanley Turrentine";"Common touch";"Buster brown";1968;"BLUE NOTE";1711880039;1711880360;"https://www.deezer.com/track/3263870";;"https://music.apple.com/fr/album/buster-brown/724869927?i=724870250&uo=4"
"Nik Bartsch S Ronin";"Llyrìa";"Modul 48";2010;"ECM";1711880350;1711880761;;;
"Pearl Bailey & Jackie Moms Mabley";"L'histoire du jazz vocal 1941 - 1953/ Vol 18";"Saturday night fish fry";1949;"BODY&SOUL";1711880756;1711880898;;;
"John Medeski";"Juice";"Louis the shoplifter";2014;"INDIRECTO RECORDS";1711880895;1711881261;;;
"John Scofield";"Hand jive";"I'll take Les";1994;"B NOTE";1711881261;1711881679;"https://www.deezer.com/track/3234470";"https://open.spotify.com/track/3Kstake2vHHdOKr1pLVCi3";"https://music.apple.com/fr/album/ill-take-les/734654134?i=734655623&uo=4"
"Gurls";"Run boy, run";"Dis boy";2018;"GRAPPA";1711881662;1711881924;"https://www.deezer.com/track/590402772";"https://open.spotify.com/track/7fYLnLObZ2qmOB5HVdFJxC";
"Freddie Hubbard";"Minor mishap";"Lex (take 4)";1961;"BLACKLIO";1711881920;1711882269;;;"https://music.apple.com/fr/album/lex-take-4/98855061?i=98854522&uo=4"
"Philip Catherine";"Meeting colours";"Piano groove";2005;"Dreyfus";1711882267;1711882598;;"https://open.spotify.com/track/5QEJX5WvWd7QxMq6YjbhDR";
"Frank Sinatra";"A swingin affair";"I won't dance";1963;"CAPITOL";1711882597;1711882798;;;
"Wolfgang Haffner";"Kind of tango";"Tango magnifique";2020;"ACT";1711882797;1711883097;"https://www.deezer.com/track/830645752";"https://open.spotify.com/track/38CzNjsHhXFWTyxMeqN6jO";
"Eugen Cicero";"Swinging the classics on MPS";"Valse in C sharp minor op 64 no 2";1965;"MPS";1711883093;1711883432;;;
"Eliane Elias";"Light my fire";"Stay Cool";2011;"CONCORD JAZZ";1711883431;1711883670;"https://www.deezer.com/track/14481968";"https://open.spotify.com/track/0NeR78wDFNA3lUKnVsy0PN";"https://music.apple.com/fr/album/stay-cool/1442632157?i=1442632390&uo=4"
"Jimmy Rowles";"The Duo Sessions";"Like someone in love";1980;"Concord Jazz";1711883669;1711883850;;;
"Louis Sclavis";"BOF / Dans la nuit";"Le travail";2002;"ECM";1711883848;1711884206;"https://www.deezer.com/track/2297584";"https://open.spotify.com/track/00q89YkrR1EFZ5qBnU10Ks";"https://music.apple.com/fr/album/le-travail/1443778242?i=1443778437&uo=4"
"Mark Murphy";"Midnight mood";"You fascinate me so";1967;"MPS";1711884205;1711884455;"https://www.deezer.com/track/74491238";;
"Omer Avital";"Abutbul music";"Zohar Smiles";2016;"JAZZ VILLAGE";1711884453;1711884758;;;"https://music.apple.com/fr/album/zohar-smiles-bonus-track/1085097966?i=1085098350&uo=4"
"Danilo Perez";"Central avenue";"Blues for the saints";1998;"IMPULSE";1711884758;1711885125;"https://www.deezer.com/track/1758855627";"https://open.spotify.com/track/67UvZQbQyCNtclCIADPJAK";"https://music.apple.com/fr/album/blues-for-the-saints/1443931030?i=1443931153&uo=4"
"Three Fall & Melane";"Four";"Release";2017;"ACT MUSIC & VISION";1711885122;1711885380;;;
"Bob Brookmeyer";"The ivory hunters";"I Got Rhythm";1959;"LONE HILL JAZZ";1711885377;1711885885;;"https://open.spotify.com/track/3Xt0A9AFLwRlPgyUbXsYBR";
