"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"ALT";"La fée";"La fée";2019;"Oïkos";1707731979;1707732202;"https://music.apple.com/fr/album/la-f%C3%A9e/1502007459?i=1502007467&uo=4";"https://www.deezer.com/track/899264352";"https://open.spotify.com/track/7fXmXOONszgkVMMAZlSrj5"
"Pietro Tonolo";"Portrait of Duke";"Angelica";1999;"LABEL BLEU";1707732193;1707732558;;;
"Papanosh & Roy Nathanson";"Home Songs";"Loosy";2018;"LABEL VIBRANT / ENJA";1707732553;1707732855;;;
"Ben Webster";"1953 An exceptional encounter";"Confirmation";1953;"DISCOFORME";1707732854;1707733178;;;
"E.S.T.";"Tuesday wonderland";"Eighthundred streets by feet";2006;"ACT";1707733176;1707733579;"https://music.apple.com/fr/album/eighthundred-streets-by-feet/299886637?i=299886695&uo=4";;
"Karin Krog";"Some other spring";"Blue monk";1970;"STORYVIL";1707733574;1707733810;;"https://www.deezer.com/track/593734712";"https://open.spotify.com/track/2qisL7Z2SysLJZPH7Gq1RJ"
"Mark Turner";"Ballad session";"All or nothing at all";2000;"WARNERJAZZ";1707733810;1707734126;"https://music.apple.com/fr/album/all-or-nothing-at-all/358207812?i=358208301&uo=4";;"https://open.spotify.com/track/2CHBawQVqCs37o6GKc5F5a"
"Freddie Hubbard";"Backlash";"The Return of the Prodigal Son";;"Atlantic";1707734121;1707734460;"https://music.apple.com/fr/album/the-return-of-the-prodigal-son/76147210?i=76147139&uo=4";;"https://open.spotify.com/track/2dO0HZAPtc6crcAlsa8gvH"
"Leron Thomas";"Brownswood Bubblers Eight";"Mr New York";2012;"BROWNSWOOD RECORDINGS";1707734458;1707734729;;;
"Leon Parker";"Awakening";"Cruz";1998;"COLUMBIA";1707734727;1707735091;"https://music.apple.com/fr/album/cruz/203777554?i=203780009&uo=4";;"https://open.spotify.com/track/1h9NOozBjB1z4xuU7B2PfD"
