"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Julia Kent";"Character";"Tourbillon";2013;"LEAF";1708336633;1708336823;"https://music.apple.com/fr/album/tourbillon/1385087345?i=1385087439&uo=4";"https://open.spotify.com/track/3WgxzASBjmnBAfiU0RpCMu";
"Meredith D Ambrosio";"I Got Lost in his Arms";"Alone together";1978;"Sunnyside Communications";1708336823;1708337003;;;
"Samuel Strouk";"Nouveaux mondes";"Lazimpat rag";2021;"Well Done Simone";1708337002;1708337249;"https://music.apple.com/fr/album/lazimpat-rag/1718560739?i=1718561357&uo=4";"https://open.spotify.com/track/0YDWQORbzi4KgMggv3O5QC";
"Serge Prokofiev (Compositeur)";"Pierre et le loup op 67";"Pierre et le loup op 67 : Finale - Parade et Pierre joue quelques blues - arrangement pour orchestre de jazz";1966;"Verve";1708337243;1708337530;;;
"Lisa Ekdahl";"Grand songs";"Wish you were gay";2021;"MASTERWORKS / SONY";1708337526;1708337712;"https://music.apple.com/fr/album/wish-you-were-gay/1580339829?i=1580339832&uo=4";"https://open.spotify.com/track/6tD34RjtffptSTGpIOp9EB";"https://www.deezer.com/track/1469586992"
"Henri Texier Azur Quartet";"Mosaïc man";"Russ and Jim";1998;"LABEL BLEU";1708337710;1708338077;;;
"Simon Mary (Compositeur, Contrebasse)";"Missidah";"Missidah dance";2021;"CEPAZZ";1708338075;1708338334;;;
"Jackie & Roy";"Bits & pieces and free & easy";"Stopping the Clock";2008;"FRESH SOUND";1708338333;1708338578;;;
"Jean Philippe Fanfant";"Since 1966";"Left to right";2021;"KLARTHE";1708338578;1708338887;;;
"Frank Morgan";"Mood Indigo";"Mood indigo";1989;"Island";1708338884;1708339243;"https://music.apple.com/fr/album/mood-indigo/1443066974?i=1443067571&uo=4";"https://open.spotify.com/track/5SspiTRC07JfkWaAiLP6B3";"https://www.deezer.com/track/1761109737"
