"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"M.O.M.";"M.O.M";"AM";2021;"LABORIE JAZZ";1708250393;1708250565;;;
"Coleman Hawkins Quartet";"Today and now";"Go li'l Liza";1962;"IMPULSE";1708250564;1708250947;;;
"Robert Wyatt";"Cuckooland";"Old Europe";2003;;1708250944;1708251199;"https://music.apple.com/fr/album/old-europe/293647596?i=293647600&uo=4";"https://open.spotify.com/track/0PhXpKkvbKoxURSfS80MIu";
"Tommy Flanagan";"Let's play the music of Thad Jones";"Scratch";1993;"ENJA";1708251195;1708251515;;;
"Dan Tepfer Trio";"Five pedals deep";"All i heard was nothing";2010;"SUNNYSIDE";1708251513;1708251897;"https://music.apple.com/fr/album/all-i-heard-was-nothing/396046283?i=396046286&uo=4";;
"Bob Crosby And His Orchestra";"Reveille with Beverly / Jam session";"Big noise from winnetka";1943;"HOLLYWOOD SOUNDSTAGE";1708251894;1708252154;;;
"Martin Salemi";"About time";"One Fine Day";2021;"IGLOO RECORDS";1708252154;1708252437;"https://music.apple.com/fr/album/one-fine-day/1584677547?i=1584678039&uo=4";"https://open.spotify.com/track/09VrJvwfmwrGgKd5A2n3yp";
"John Scofield";"Bump";"Groan man";1999;"VERVE";1708252436;1708252873;;;
"Carmen Lundy";"This is";"All day all night";2001;"JUSTIN TIME RECORDS";1708252869;1708253247;;;
"Randy Weston";"African Rhythms";"Waltz for Sweet Cakes";1969;"COMET RECORDS";1708253243;1708253433;"https://music.apple.com/fr/album/waltz-for-sweet-cakes/269722112?i=269723341&uo=4";"https://open.spotify.com/track/56ng28pInWm4a5mHPiNJl7";
"Macha Gharibian";"Trans extended";"Mount kurama";2016;"JAZZ VILLAGE";1708253432;1708253864;"https://music.apple.com/fr/album/mount-kurama/1157396844?i=1157397209&uo=4";"https://open.spotify.com/track/63T51xCgA1XBRM6C4IvjVv";
"Sammy Davis Jr.";"The Sammy Davis Junior story : Yes I can cd3";"At the crossroads";1967;"RHINO";1708253861;1708253998;;"https://open.spotify.com/track/24pECUMgRgUteFxTrhKkSC";
"Wolfgang Muthspiel";"Angular blues";"Hüttengriffe";2020;"ECM";1708253998;1708254305;;"https://open.spotify.com/track/15pJPbo0r00e82puUIUS1i";
"Howard McGhee Quintet";"Music From The Connection";"Wigglin'";1961;"London";1708254303;1708254597;"https://music.apple.com/fr/album/wigglin/871353449?i=871353451&uo=4";;"https://www.deezer.com/track/1048631892"
"Olivier Hutman & Alice Ricciardi";"Is it real";"Your call";2016;"CRISTAL RECORDS";1708254593;1708254842;;;
"Sonny Stitt";"Inside out/Essential Argo/ Cadet grooves  / Vol 4";"Blue monsoon";1974;"CHARLY RECORDS";1708254840;1708255142;;;
"Jennifer Wharton";"Bonegasm";"North rampart";2019;"SUNNYSIDE COMMUNICATIONS";1708255139;1708255523;;"https://open.spotify.com/track/4cJ2OSeD6sOW7ZnzCaSULR";
"Guy Lombardo";"Radio radio - Theme time radio hour / Bob Dylan / Vol. 3";"Enjoy yourself (it's later than you think)";1950;"MISCHIEF MUSIC";1708255522;1708255720;;;
"Mulatu Astatke & The Heliocentrics";"Inspiration information";"Cha cha";2009;"STRUT";1708255718;1708255978;;;
"Paul Bley Trio";"My standard";"You'd be so nice to come home to";1986;"STEEPLE CHASE";1708255978;1708256271;;;
