"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Blue Mitchell";"Blue's mood";"I'll close my eyes";1994;"RIVERSIDE";1707991065;1707991416;"https://open.spotify.com/track/76oiXjka5OXZJ4eqSQIDfY";;
"Takuya Kuroda";"Midnight crisp";"It's okay";2022;"FIRST WORD RECORDS";1707991416;1707991778;"https://open.spotify.com/track/1ao6KfsCQsl2zn55hTMtpd";"https://music.apple.com/fr/album/its-okay/1636423039?i=1636423042&uo=4";
"Lettuce";"Didn't you";"Didn't you";2023;"PRIMARY WAVE MUSIC";1707991774;1707991996;"https://open.spotify.com/track/51RS0cE9EwwWCS3ii2KVxD";;
"Count Basie & His Orchestra";"Basie on the Beatles";"Penny lane";1969;"OCIUM";1707991993;1707992186;;;
"Clover Trio";"Harvest";"Imagine";2018;"GREEN NOSE PRODUCTIONS";1707992185;1707992593;"https://open.spotify.com/track/0mciwzrxAnPh3MSyeKsYNA";"https://music.apple.com/fr/album/imagine/1330968679?i=1330968865&uo=4";"https://www.deezer.com/track/446089632"
"Julie London";"Julie is her name";"Can't help lovin' dat man";1955;"EMI";1707992592;1707992780;;;"https://www.deezer.com/track/1098735482"
"Rachael & Vilray";"I love a love song !";"Why do I ?";2023;"NONESUCH RECORDS";1707992779;1707992958;;;
"Nat King Cole";"Café de Flore (Rendez-vous à Saint-Germain-des-Prés) / vol. 2";"L-O-V-E (version française)";1964;"DISCOGRAPH";1707992959;1707993107;;;
"Chet Baker";"Baby breeze";"I wish you love";1964;"BABBY SCOTT";1707993107;1707993298;;;"https://www.deezer.com/track/935296192"
"Eric Le Lann";"Eric Le Lann joue Piaf et Trenet";"Ménilmontant";1990;"MUSIDISC";1707993295;1707993624;;;
"Olivier Temime";"Inner Songs";"Golden lady";2022;"Day After Music";1707993622;1707993971;;;"https://www.deezer.com/track/2095845037"
"Sasha Dobson";"Girl Talk";"These boots are made for walkin'";2021;"SASHA DOBSON";1707993967;1707994245;"https://open.spotify.com/track/3dZPT79DP95pNh1IyWopQR";;
"Gabor Szabo";"Bacchanal & 1969";"Some velvet morning";1968;"Cherry red records";1707994243;1707994564;"https://open.spotify.com/track/2ulWlLJoPBhdShzrICcmiD";"https://music.apple.com/fr/album/some-velvet-morning/102859798?i=102859432&uo=4";
"Lee Hazlewood";"Farmisht, flatulence, origami, arf!!! and me";"Am i blue";1999;"SMELLS LIKE RECORDS";1707994563;1707994690;;;
"Stephane Grappelli";"BD Music presents Stéphane Grappelli";"You took advantage of me";1954;"BDMUSIC";1707994687;1707994797;;;
"Edward Perraud";"Hors temps";"Neguentropie (feat. Erik Truffaz)";2021;"LABEL BLEU";1707994799;1707995328;;;
"Horace Silver";"Blowin' the blues away";"Sister Sadie";1959;"BLUE/NOT";1707995326;1707995701;;;"https://www.deezer.com/track/3490081"
"Gregory Porter";"Liquid spirit";"Hey Laura";2013;"BLUE NOTE";1707995699;1707995895;"https://open.spotify.com/track/3VFr9JYb6ppsl4yxwerUXq";"https://music.apple.com/fr/album/hey-laura/1440861183?i=1440861324&uo=4";
"Jacques Thollot";"Tenga ninã";"Tenga ninã";1996;"NATO";1707995893;1707996042;"https://open.spotify.com/track/7EmeF5lGzMdEGrkwyslqBN";;
"Pierrick Pedron";"Fifty-Fifty / Vol. 1 : New York Sessions";"Be ready";2021;"Gazebo";1707996042;1707996333;"https://open.spotify.com/track/4OvH1Br07plpg5gdCwpd0m";"https://music.apple.com/fr/album/be-ready/1550270446?i=1550270459&uo=4";"https://www.deezer.com/track/1216731932"
"Frances Faye";"Caught in the act";"The man I love";1959;"GENE NORMAN";1707996330;1707996582;;"https://music.apple.com/fr/album/the-man-i-love/6039574?i=6039054&uo=4";"https://www.deezer.com/track/7697223"
"Eric Legnini";"Trippin'";"Trippin'";2009;"DISCOGRAPH";1707996583;1707996856;;;
"Aldo Romano";"Il piacere";"Ciao ciao";1979;"OWL";1707996855;1707997176;;;"https://www.deezer.com/track/2112970"
