"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Antonio Carlos Jobim";"Passarim";"Bebel";1987;"VERVE";1706003987;1706004177;"https://music.apple.com/fr/album/bebel/1443121142?i=1443121352&uo=4";"https://open.spotify.com/track/4qOErQ8aFM9CrYpFFgXMSR";
"Singers Unlimited";"The complete a capella sessions";"I wish you love";1979;"MPS";1706004176;1706004376;;;
"Tchavolo Schmitt";"Loutcha";"Ménilmontant";2005;"HARMONIA";1706004375;1706004603;;"https://open.spotify.com/track/4vBXSpGSlkD7ylj5S8zKwq";
"Matt Carmichael";"Marram";"Road to the sea";2022;"EDITION";1706004596;1706004683;"https://music.apple.com/fr/album/road-to-the-sea/1631210501?i=1631210804&uo=4";"https://open.spotify.com/track/6O3PRAAVoqCW9SOZYRgyNe";"https://www.deezer.com/track/1800491347"
"Camilla Georges";"Ibio ibio";"Creation - Abasi and Atai (feat. Sanity, Daru Jones)";2022;"Ever";1706004677;1706004986;;;
"Meshell Ndegeocello";"Stolen moments:Red hot + cool";"Nocturnal sunshine";1994;"GRP (V. ARISTA GRP)";1706004977;1706005330;;;
"Stanley Clarke";"School days";"Quiet afternoon";1976;"EPIC";1706005322;1706005622;;"https://open.spotify.com/track/2uATA5DggPypav0bkP1Iaf";
"Emmanuel Bex";"Conversing with the melody";"Enfance";2004;"Naïve";1706005622;1706005974;"https://music.apple.com/fr/album/enfance/307199315?i=307199478&uo=4";"https://open.spotify.com/track/2ZvzrWVKrNBWRoPCc4F9Iw";"https://www.deezer.com/track/507998382"
"Milt Buckner";"Masterpieces";"Jitterbug walz";1968;"MPS";1706005970;1706006302;;;
"Jazzmeia Horn";"A social call";"Tight";2017;"PRESTIGE";1706006301;1706006482;;"https://open.spotify.com/track/19hv27rYivmZ7QGO5VZD5C";"https://www.deezer.com/track/1761494897"
"Jazz Orchestra Of The Concertgebouw";"Threnody";"Martijn's thing";2022;"CHALLENGE RECORDS";1706006481;1706006948;"https://music.apple.com/fr/album/martijns-thing/1638192856?i=1638192869&uo=4";"https://open.spotify.com/track/4fqAXhozbLgBx2WEQn2Zlj";
"Ella Fitzgerald";"Ella Fitzgerald sings the Duke Ellington song book";"Day Dream";1956;"VERVE";1706006948;1706007184;;;"https://www.deezer.com/track/1863631447"
"Norah Jones";"Here it is : A tribute to Leonard Cohen";"Steer your way";2022;"BLUE NOTE RECORDS";1706007175;1706007458;;"https://open.spotify.com/track/2sW6MrfBr5nVgkFr3PN4x7";
"Lois Le Van";"Vind 2.0";"Barn på mattan";2022;"CRISTAL RECORDS";1706007453;1706007598;"https://music.apple.com/fr/album/barn-p%C3%A5-mattan/1646992043?i=1646992409&uo=4";"https://open.spotify.com/track/4QspFoKgMIjKk6Eea1sRy8";"https://www.deezer.com/track/1932428317"
"Tropical Jazz Trio";"Tropical jazz trio";"Couleur Café";2019;"FRENCH PARADOX";1706007599;1706007752;"https://music.apple.com/fr/album/couleur-caf%C3%A9/1464232001?i=1464233210&uo=4";"https://open.spotify.com/track/3GdKslGMBCMDzZ8i7Tkw8h";"https://www.deezer.com/track/681554732"
"Cecile McLorin Salvant";"Mélusine";"Dites moi que je suis belle";2023;"NONESUCH";1706007750;1706007910;;"https://open.spotify.com/track/2r4HSEB1DFtUmKm4aX3aTi";"https://www.deezer.com/track/2179881417"
"Rachel Therrien Latin Jazz Project";"Mi hogar";"Moment's notice";2023;"OUTSIDE IN MUSIC";1706007907;1706008230;;;
"John Coltrane";"Coltrane Jazz";"Little old lady";1960;"ATLANTIC";1706008230;1706008492;"https://music.apple.com/fr/album/little-old-lady/50234589?i=50234635&uo=4";;"https://www.deezer.com/track/768852"
"Chet Baker (Trompette)";"It Could Happen to You";"Old Devil Moon";2010;"Riverside";1706008491;1706008667;;"https://open.spotify.com/track/0hdNrtu4z3lHfP4YQOZUny";"https://www.deezer.com/track/2695730962"
"Jose James";"Yesterday I had the blues / The music of Billie Holiday";"Lover man";2015;"BLUE NOTE RECORDS";1706008665;1706009062;"https://music.apple.com/fr/album/lover-man/1443131970?i=1443132708&uo=4";"https://open.spotify.com/track/4OVoZ6rwEKLAGABIhMbojj";"https://www.deezer.com/track/95965808"
"Ezra Collective";"May the funk be with you";"May the funk be with you";2022;"ENTER THE JUNGLE";1706009062;1706009326;"https://music.apple.com/fr/album/may-the-funk-be-with-you/1609710347?i=1609710489&uo=4";"https://open.spotify.com/track/6GkeuiAXhBvPp4WsBgDvmV";"https://www.deezer.com/track/1653649182"
"David """"fathead"""" Newman";"Bigger & Better";"The funky way to tread somebody";1969;"Rhino";1706009325;1706009491;;;
"Jimmy Smith";"Groovy / Talkin Verve";"(Sittin' on) the dock of the bay";1970;"VERVE";1706009490;1706009763;;;
"Jerome Etcheberry";"Satchmocracy II";"Sweethearts on parade";2023;"CAMILLE PRODUCTIONS";1706009760;1706009978;;;
"Louis Armstrong";"Louis Armstrong meets Oscar Peterson";"You go to my head";1957;"VERVE";1706009974;1706010357;;"https://open.spotify.com/track/6ejEeOXB4r7Tda2YJvNpSI";
"Clovis Nicolas Quartet";"The Contrapuntist";"Shadow of adagio";2023;"Sunnyside";1706010357;1706010659;;;
"Mal Waldron";"The quest";"Warm canto";1961;"PRESTIGE";1706010652;1706010989;;;"https://www.deezer.com/track/514142962"
"Anat Cohen";"Luminosa";"In the spirit of baden";2014;"ANZIC RECORDS";1706010987;1706011302;;;"https://www.deezer.com/track/409534652"
"Baden Powell";"Afro sambas";"Canto de Ossanha";1991;"MEDIA 7";1706011302;1706011554;;;"https://www.deezer.com/track/265101"
"Romero Lubambo";"Black orpheus";"Hugs & kisses";1994;"KOKOPELLI RECORDS";1706011552;1706011812;;;
"Bill Frisell";"Four";"Good dog, happy man";2022;"BLUE NOTE";1706011810;1706011984;"https://music.apple.com/fr/album/good-dog-happy-man/1647065596?i=1647066469&uo=4";"https://open.spotify.com/track/2vwXBCrWxgo4aHmszqnz5y";
"Keith Jarrett";"Restoration ruin";"All right";1968;"RHINO";1706011981;1706012148;"https://music.apple.com/fr/album/all-right/286661326?i=286661328&uo=4";"https://open.spotify.com/track/7hcY5atEPXolAlKkNZEjMQ";
