DJ Harrison - Ebony moonbeams
Arthur Verocai - Pelas sombras
Magali Noel - Une énorme samba
Geoff Muldaur - Brazil - geoff muldaur
Spectacular Diagnostics - Wonder drugs
Baxter Dury - Cocaine man
Faye Webster - Thinking about you
Paniyolo & Akio Watanabe - Moon
The Knife - Pass this on
1999 Write The Future - Avocado shake
Prince - If i was your girlfriend
Choses Sauvages - Science du bruit
Julien Gasc - Les flots
Jennifer Lara - Consider me
Monty Alexander - What's going on (wa'a gwan)
Gil Scott Heron - Save the children
Moonchild - Little Things
Budamunk - Split blunts
Silvana Estrada - Que problema
Arlt - Oh bagnole
Juan Diego Florez - O sole mio - arrangement pour ténor mandoline et guitare acoustique
Minhwi Lee - Blue flower
Okvsho - Pasitos Jaguari (ft. Akira)
Resavoir - Sunday morning (feat. Elton Aura & Whitney)
Joni Mitchell - A case of you
Traffic Quartet - Un héros très discret : Départ en train
Oumou Sangare - Kanou
Sophye Soliveau - Initiation II (wonder why) (radio edit)
Yndi - Amazona
Fabiano Do Nascimento & Sam Gendel - Foi boto
Bob Marley - Redemption song
Ben Harper - How many miles must we march
Misja Fitzgerald Michel - Know
Jay-Jay Johanson - Drowsy / too young to say good night
Hiatus Kaiyote - Everything's beautiful
Giuliano Sorgini - Zoo folle : Slaves
Y La Bamba - Hues
Henri Salvador - Le fil dans l'eau
Hank Williams - I just don't like this kind of living
Klim Beats - Firefly
Douniah - Runnin'
Guy Maxwell - You never sang this song
Merryn Jeann - Madame on the rocks
Nyron Higor - Farol
Cinnamon Soulettes - Wishing on a wishing well
The Rodeo - Vallée de Siddim
13th Floor Elevators - Splash 1
Gabor Szabo - Stormy
Frank Ocean - Forrest gump
Molly Lewis - Lounge lizard
Nina Simone - See-Line woman
Eje Eje - Saved from the jazz
Talking Heads - The book I read
Alton Ellis - Play it cool
Tricky - Silly games (feat. Tirzah)
Rejoicer - Earth talk
Alain Bashung - Aucun express
Lee Hazlewood - Dirtnap stories
Yaya Bey - Chasing the bus
Yussef Dayes - Chasing the drum
Ebo Taylor - Tamfo nyi ekyir
Kid Creole & The Coconuts - Don't take away my coconuts
Cousin Kula - Softest touch
Mac Demarco - 20210616
Jonathan Richman & The Modern Lovers - The neighbors
Kacimi - Le jardin des regrets
Buttering Trio - Succulent for Valentine
Susanne Grutzmann - 3 romances pour piano op 11 : Romance en mi bémol min n°1
Madvillain - 3.214
Dean Blunt - Punk
Saba Tewelde - Semarulay daqey
Mulatu Astatke & The Heliocentrics - Cha cha
Los Albinos - Voulez vous chacha ?
Elvis Presley - All shook up
Atmosphere - Okay
Erika De Casier - Ice (feat. They Hate Change)
Leon Phal - Vibing in ay
Jembaa Groove - Sweet my ear (feat. K.O.G.)
Fff - Maman krie
Erykah Badu - Penitentiary philosophy
DJ Cam - Mad Blunted jazz
Guru/Elam Keith - Take a look (at yourself)
Tribeqa - Bridge the gap
Rahill - I smile for E
Yoni Mayraz - Painkillers
Gil Scott Heron - Home is where the hatred is
Veronique Sanson - Bernard's song
Gal Costa - Barato total
Antonio Carlos Jobim - Brazil (alternate take)
Voyou - Soleil soleil (feat. November Ultra)
Matthew E. White - Will you love me
Liam Bailey - Winter is within thee
Delvon Lamarr Organ Trio - Careless Whisper
Andrea Laszlo De Simone - Immensità
Sam Cooke - A Change Is Gonna Come
Bobbie Gentry - Ode to Billy Joe : Ode to Billy Joe (instrumental)
Joe Dassin - Marie-Jeanne
Cypress Hill - Lil' putos
Altin Gun - Kesik cayir
Baron Retif & Concepcion Perez - Italien chaussettes lin
Caroline Polachek - Billions
King Gizzard & The Lizard Wizard - Extinction
Joe Armon-Jones & Maxwell Owin - Pedal bike
Luidji - Joueur 1 (feat. Tuerie)
Jack Nitzsche - Trolling
Tony Bennett - Let there be love
Bebel Gilberto - Vivo sonhando
Mamama - Il était une fois Joséphine
Mogwai - Kill jester
Jack Johnson - Flake
Serge Gainsbourg - Daisy temple
Aaron Frazer - Bad news
Calibro 35 - Faster faster !
Ana Frango Eletrico - Torturadores
Samantha Crain - Kathleen
The Rolling Stones - She's a rainbow
Pedro Ibanez - Preludes : Prelude nº4 en mi min / Pour guitare
Variety Lab - Joe le taxi
Balthazar - Wait any longer
Memphis Slim - Beer drinking woman
Sierra Ferrell - At the end of the rainbow
The Beatles - Ticket to ride
Weather Report - Teen town
De La Soul - Eye know
Aziza Brahim - Thajliba
Acoustic Alchemy - Amanecer
Malted Milk - Some tears you need to shed
Andrew Gabbard - Don't talk (Put your head on my shoulder)
Oxmo Puccino - 365 Jours
Duster - Before the veil
Bloom Bat - Among the flowers
Hector Zazou - Stayin' alive
Oum - Charja
Me And My Friends - Border in twilight
Aloe Blacc - Green lights
Jose James - Kissing My Love
Sroka - Mont humboldt
Jacques Coursil - Prologue/Paroles Nues
Srdjan Ivanovic - Fee fee
Nancy Harrow - But not the cat
Louis Prima - The Bee Song (He-Bee and She-Bee)
Olivier Ker Ourio & Quentin Dujardin - Goodbye pork pie hat
Bill Frisell - Big shoe
Julien Lourau - People make the world go round
Anat Cohen - Cry me a river
Buddy Defranco - Groove yard
Veronica Swift - I am what I am
Michael Mayo - Bones
Laurent Assoulen - Israel (feat. Lukmil Perez)
Bernard Lubat - Bahia bossa nova
Wax Machine - Wild
Jean Baptiste Musset - Ses îles
U2 - Where the streets have no name
Bibio - Sharratt
Elmiene - Mama
Buena Vista Social Club - Murmullo
Albin De La Simone - Embrasse ma femme
Abdullah Ibrahim - The mountain
Cabane - Dead song (pt. 1) (feat Sam Genders)
Oumou Sangare - Kele Magni
War - Low rider
Cochemea - Mescalero
Delasi - Learn from adversity (feat. Lollise)
Hollie Cook - Shadow kissing
Warhaus - Love's a stranger
Satellite Jockey - Tu ne sais plus
Lou Reed - Make up
Curtis Fuller - Five spot after dark
Arthur H - Petite reine
Melissa Laveaux - My boat
Dandara - Muri
Stewart Copeland - Father on the stairs
Johnny Clarke - None shall escape the judgement
Knower - Ride that dolphin
XTC - English roundabout
Lili Drop - Paulo
The Specials - The lunatics
Rose Murphy - Busy line
Mireille & Jean Sablon - Puisque vous partez en voyage
Vincil From Ummo - Honorable ruby
Philippe Katerine - Chapi chapo
Francis Bebey - Pygmy love song
Jan Hammer Group - Don't you know
Yussef Kamaal - Black focus
Roberta Flack - Feel like makin' love
Ao - Avó
Henry Mancini - Dream of you
Warhaus - Love's a stranger
Feu! Chatterton - La malinche
Monde Ufo - Black triangles
Timber Timbre - Beat The Drum Slowly
Derya Yildirim & Grup Simsek - Haydar Haydar
Astrowrong - Echoes
Lossapardo - Nostalgia
RIT - Bonsoir aux etoiles
Burning Spear - Jah no dead
Cosmo Sheldrake - Nightjar
Animal Collective - My girls
Sami Galbi - Rruina
Yazoo - Only you
Etienne Daho - La ballade d'Edie S.
Asynchrone - Merry Christmas Mr Lawrence
Akiko Yano - Another wedding song
Cotonete - Satori
KC & The Sunshine Band - Boogie shoes
Paolo Nutini - New shoes
Mathieu Boogaerts - All I wanna do
Brandee Younger - Livin' and lovin' in my own way (feat. Pete Rock)
Alex Van Pelt - Strike
Reinel Bakole - Silver armour
Natascha Rogers - Ashes
Alexandre Tharaud - Gnossienne n°1
Ella Fitzgerald / Louis Armstrong - Cheek to cheek
Marcia Maria - Amigo branco
Marcos Valle - Mentira
El Michels Affair - Shadow boxing
Normangaby - Alex
Paper Tapes - No answer
Trio - Da da da
Ora The Molecule - You need air
Messer Chups - Tomb sweet tomb
Passion Coco - Blue hotel
Antony Red Rose - Tempa
Helado Negro - LFO (Lupe finds Oliveros)
Jon Kennedy - Chocolate and cheese
Eric B. & Rakim - Paid in full(the Coldcut remix)
Prince Waly - Risotto
Baxter Dury - Slumlord
Theon Cross - Intro (feat. Remi Graves)
Orchestre Philharmonique De Radio France - Mascarade : Valse
Eartha Kitt - Do it again
Steely Dan - Do it again
People's Choice - Do it any way you wanna
New Visionaries - Desert disco nights
Bonbon Vodou - Si rogré (Souleance Remix)
Leftover Cuties - Sunnyside
Roger Glover - Love is all (Feat Ronnie James Dio)
Kai Winding - A man and a woman (Un homme et une femme)
Shir Frum - I'm a lover
Agnes Obel - Aventine
Bruno Morais - Planos
Dom Salvador & Abolicao - Number one
Aaron Neville - Tell It Like It Is
Brainstory - Gift of life
L.O.R.D - 91 winter
Gruff Rhys - Peace signs
Kaiser Quartet - Grossraumdisko
Dean Martin - Everybody loves somebody
The Bee Gees - I Close my eyes
Pepe Deluxé - Before you leave
Satellite Jockey - Mouvement
Le Commandant Couche-Tot Et Son Magnifique Orchestre De Claviers - La vénus de 1000 hommes
Young Gun Silver Fox - West side jet
Yumi Murata - Krishna
Chiemi Eri - Otemo-yan
Woo - A La Luna
"Linda Perhacs - Hey, who really cares"
Bruno Berle - Te amar eterno
Grateful Dead - Ripple
Henri Salvador - Et des mandolines
Joe Hisaishi - A scene at the sea : Silent love (forever)
Fra Lippo Lippi - Shouldn't have to be like that
Nourished By Time - Soap party
J Dilla - Time: The donut the heart
Al Green - I'm Glad You're Mine
Jackie Mittoo - Henry the great
Palatine - Les glaces ou le feu
Stereolab - Eye of the volcano
Pearl & The Oysters - D'ya hear me!
Molly Lewis - Slinky
Biluka Y Los Canibales - Pillaro viejo
Herbie Mann - Sunny
Veronique Sanson - Clapotis de soleil - (version inédite)
Adi Oasis - Sidonie
Mac Demarco - Cooking up something good
Khruangbin & Vieux Farka Toure - Lobbo
A Tribe Called Quest - Jam
Bernard Estardy - Riviera express
Cortex - La rue
Morphine - Claire
Loving - On my way to you
Laurent Martin - Soirs d'antan op 34
Zaho De Sagazan - La symphonie des éclairs
The Doors - Riders on the storm
Kazam - The hills
Chanel Beads - EF
Jah Shaka - Guidance Dub
Gorillaz - Clint Eastwood
Hiatus Kaiyote - Only time all the time : Making friends with studio owl
Cosmo Sheldrake - Owl song
Lhasa - El pájaro
Georges Moustaki - Les eaux de Mars
Stan Getz - O Grande Amor
Jenny Hval - Thumbsucker (feat. Félicia Atkinson)
Phoenix - Armistice
Mike Oldfield - Tubular bells - film l'exorciste
Thundercat - King of the Hill (Feat BADBADNOTGOOD & Flying Lotus)
Doja Cat - Go off
Bonobo - Elysian
Cocorosie - Haitian love song
Camille - Ta douleur
Miguel Atwood-Ferguson - Sweet invitation
Fairouz - Le Beirut
Beirut - The rip tide
Yazz Ahmed - Organ eternal
Radiohead - Let down
Rone - L'orage (feat. Laura Etchegoyhen)
Trent Reznor - Teenage Mutant Ninja Turtles : Mutant Mayhem : What's the worst that could happen ?
Frank Ocean - Nikes
Young Marble Giants - N.I.T.A
Herbie Hancock - Spiraling prism
Sababa 5 & Canay - Namdar
