SOUNDIIZ
Orange Blossom - Khalik
Quatuor Debussy - Chador
Orlane Paquin - Tangomanie
Stevie Wonder - We can work it out
Tosca - Harry dean (Mato version)
Quiet Dawn - Follow your instincts (feat. Oliver Night)
Bjork - Play dead
Juana Molina - Río seco
Seb Martel - Lune
Delmore Brothers - Blues stay away from me
The Shadows - The rise and fall of flingel bunt
Ziska Staubli - Progress not perfection
Angelo Outlaw - Free my mind
De La Soul - Keepin' the faith
The Bongo Hop - Clouds [instrumental]
Manuel Laisne - Raisonnable
Mel Torme - Happy together
Takuya Kuroda - Do no why
Johanni Curtet - Theme of hope - Studying physics
Joni Mitchell - California
Neil Frances - Finding rhythm (feat. Grae)
Lord$ - Everybody knows
Shabaka - As the planets and the stars collapse
Jane Birkin - Di doo dah
Allison Russell - The Returner
Transmission Towers - Affirmation of love
Sufjan Stevens - Reflexion
Zdravko Colic - Mujo kuje konja po mjesecu
Barbara Lewis - Windmills of your mind
Natacha Atlas - Nafourat El Anwar
LA Priest - Peace Lily
Voyou - D'amour et d'insouciance (edit radio)
Issy Wood - Back Burner
Gorillaz - 19-2000 (soulchild mix)
Enoch Light - I'm in the mood for love
Alexis Evans - She took me back
Melodiesinfonie - Goodbye
Lil Yachty - Drive me crazy!
Karate Boogaloo - All aboard
Sebastien Tellier - Look
Max Darmon - L'itinérante
Balthazar - Halfway
Martinas And His Music - Quiet village
Santana - She's not there
The Harlem Gospel Travelers - Help me to understand
Jessica Pratt - Empires never know
Brisebard - Cumulus
Malik Djoudi - Point sensible (Feat. Lala &ce)
Mk.Gee - Are you looking up
Kelley Stoltz - Feather falling
Mork - Astral visions
The Joubert Singers - Stand on the word
Eels - My timing is off
Morcheeba - Public displays of affection
Yasmin Williams - Dragonfly
Petula Clark - Que voulez-vous de plus
Hank Williams - Your cheatin' heart
Nick Cave - Back to Black : Song for amy (reprise)
Amy Winehouse - Don't go to strangers (live)
Fugees - Family business
Da Grynch - Pass da kouchie instrumental
Marino Marini - Cocaine Bill
Donna Blue - Aphrodite
Aphrodite's Child - The beast
Hans Posegga - Der seewolf : Roheit und gewalt
Daven-Keller - Cigarette
Ned Doheny - To prove my love
Nubiyan Twist - Reach my soul
