SOUNDIIZ
Lee Perry & The Upsetters - Scratch walking
Tm Juke - Bee's on mars
Elli Ingram - Loving you (is losing me)
Slim Whitman - Indian love call
Archie Whitewater - Friends and neighbors
David Bowie - Life on Mars?
Flavien Berger - Mars balnéaire
Cousin Kula - Good feelin'
Telemakus - Mars blues
Melodiesinfonie - Introspective
Les Freres Megri - Sebar
Sixto Rodriguez - Inner city blues
Piero Umiliani - Il corpo : Free life (vocal)
Jess Sah Bi & Peter One - Clipo clipo
Etienne Daho - Les bords de seine (feat. Astrud Gilberto)
The Glenn Miller Orchestra & Buddy Defranco - Song of the volga boatmen
J. Rawls - Trust
Roy Ayers - The boogie back
Dina Ogon - Dolus & Culpa
Thee Heart Tones - Sabor a mi
Moonchild - Let you go
Esther Phillips - Use me
Merryn Jeann - Nude in a waterhole
Savarit - Desert sun
Laurent Bardainne & Tigre D’eau Douce - Oiseau (feat. Bertrand Belin) (radio edit)
Pierre Daven-Keller - Sirocco
Fleetwood Mac - Black magic woman
Kel Assouf - Tiliadene n'ashra (les filles du Sahara)
Lispector - Be careful what you wish for
The Police - Tea in the Sahara
Esperanza Spalding - I know you know
David Bismuth - Ce qu'on entend dans l'Enfer : Blasphèmes - pour piano
Angelo Badalamenti - Pretty 50s
Jordi Sabates - Ocells del més enllá Part II
Les Paul - Johnny Is the Boy for Me
Cortex - La rue
Patti Smith - This is the girl
New Zion W. Cyro - Sunshine seas
The Dynamics - Girls and boys
Kiledjian - Father Sky (Meditation)
Hany Mehanna - Ayam al marah
Lil Yachty - Pretty
Phil Ochs - I ain't marching anymore
Hannah Jadagu - Six months
Henri Salvador - La chanson du scaphandrier
Annie Girardot - I.B.M.
Seu Jorge - Rebel rebel
Dizzy Gillespie - Girl of my dreams
Pedro Mizutani - Chuva de verão
Douniah - Nur für mich
Shay Hazan - Sunflowers (feat. Nitai Hershkovits)
Jay-Jay Johanson - So tell the girls that i am back in town
Thundercat - Them changes
MC Solaar - Qui sème le vent récolte le tempo
Pawpaw Rod - Bonafide
Lou Donaldson - One Cylinder
The Rolling Stones - You can't always get what you want
The Shacks - Rain
Orchestre Symphonique De Boston - Dolly op 56 : 4. Kitty-valse - arrangement pour orchestre
Billie Holiday - It's easy to remember
Wendy & Bonnie - The winter is cold
Erika De Casier - Ice
Madeleine Peyroux - Martha my dear
Cold Diamond & Mink - My love (instrumental)
The Cinematic Orchestra - Child song
The Motifs - Little Things
Watchglass - How will you know me ?
Tm Juke - Bee's on mars
Slim Whitman - Indian love call
David Bowie - Life on Mars?
Flavien Berger - Mars balnéaire
Telemakus - Mars blues
Sixto Rodriguez - Inner city blues
Jess Sah Bi & Peter One - Clipo clipo
J. Rawls - Trust
Roy Ayers - The boogie back
Moonchild - Let you go
Merryn Jeann - Nude in a waterhole
Laurent Bardainne & Tigre D’eau Douce - Oiseau (feat. Bertrand Belin) (radio edit)
Pierre Daven-Keller - Sirocco
Kel Assouf - Tiliadene n'ashra (les filles du Sahara)
The Police - Tea in the Sahara
Angelo Badalamenti - Pretty 50s
Les Paul - Johnny Is the Boy for Me
Patti Smith - This is the girl
The Dynamics - Girls and boys
Kiledjian - Father Sky (Meditation)
Tm Juke - Bee's on mars
Phil Ochs - I ain't marching anymore
Henri Salvador - La chanson du scaphandrier
Seu Jorge - Rebel rebel
Pedro Mizutani - Chuva de verão
Shay Hazan - Sunflowers (feat. Nitai Hershkovits)
Thundercat - Them changes
Pawpaw Rod - Bonafide
The Rolling Stones - You can't always get what you want
Orchestre Symphonique De Boston - Dolly op 56 : 4. Kitty-valse - arrangement pour orchestre
Billie Holiday - It's easy to remember
Madeleine Peyroux - Martha my dear
The Cinematic Orchestra - Child song
Chris Garneau - Not the child
Alice Phoebe Lou - Lovesick
Khruangbin - A love international
Tim Buckley - Get on top
Reinel Bakole - Swords
Gustafson - Full sentimental
Virgil & Steve Howe - As if between
The Police - Walking On the Moon
Me And My Friends - Everybody's talkin'
Nits - The ghost ranch
Nicolas Godin - Fire of love : Honeymoon
Minnie Riperton - Lovin' you
The Smile - Friend of a friend
Metronomy - Walking in the dark
Populous - Alfama
Avan Samba - Ibere
Brainstory - Hanging on
Mira Lu Kovacs - Stuck
Rhiannon Giddens - Following the north star
Liam Bailey - Boy
The Sandpipers - La Mer (Beyond the Sea)
Fai Baba - Am Tüfel es ohr ab
Fabio Gallucci - Moresca a tre ( E' ancor lunga la strada op 261 : Moresca ) version pour 2 mandolines guitare et quintette à cordes
Asaf Avidan - Indifferent skies
Zaho De Sagazan - Suffisamment
Feist - Mushaboom
Okvsho - C'est pas la chute
Cuarteto Tafi - Un jacaranda
Alamo Race Track - Trespass
Tame Impala - Borderline
Hot Butter - Skokian
Otis Redding - Your one and only man
Joseph Malik - Claro final
"Lita Roza - Let it rain, let it rain"
Otis Sandsjo - Perla / Moln
Riley Downing - I'm not ready
"Julien Gasc - Passer, laisser"
The Memphis Sounds - Run fay run
Stella - Le silence
Hannah Williams And The Affirmations - Calling me back
Family - Observations from a hill
Scott Matthews - The clearing
Johnny Pace - Crazy she calls me
Oan Kim & The Dirty Jazz - Slow redux
Peter And The Roses - Night road
Daryll Hall & John Oates - You make my dreams
Rita Lee - Maria mole
Isata Kanneh-Mason - Redemption song - arrangement pour ensemble instrumental
Alexvndria - Twilight
Joesef - Does it make you feel good
Funkdoobiest - Wopbabalubop
Little Richard - Tutti frutti
The Champs - Tequila
Hilymitado - Tequila (Feat. Emmanuel Massarotti)
Dayme Arocena - A difuntos presentes : Plegaria a la lupe
Josh Rouse - Bienvenido
Gregory Porter - 1960 what ?
Marcel Nobla - Le conscrit de 1810
Emily Shaw - Nocturne pour guitare acoustique n°2 en Mi bémol Maj op 9 n°2
Meernaa - Bhuta kala
America - Sister golden hair
"Faith & Harmony - Right now, I feel alright (feat. Kadesha Speight)"
Renegades Of Jazz - Zebra talk (feat. Kabanjak)
Joao Selva - Chuva
Greg Houben - Comment te dire adieu
Yard Act - Dream job
Henry Torgue - Romeo
This Mortal Coil - Kangaroo
Secret Night Gang - Things will work out
Aziza Brahim - Fuadi
Satan's Pilgrims - Dilation
Billy J Kramer - Bad to me
Le Grand Kallé et l'African Jazz - Ambiance Kalle catho
Le Grand Kalle - Jamais kolonga
Cyril Diaz Orchestra - Tabu
Cyril Diaz Et Son Orchestre - Feeling happy
Patrick Balisidya & Afro 70 Band - Pesa
Ray Lema - Repli
Les Bantous De La Capitale - Machette
Moses Khumalo - Celebrate mzansi
Thandi Klaasen - Sophiatown
Nina Simone - African mailman
Nina Simone - Love me or leave me
Paco Sery - Nasty Girl Live 2001
Kassiry - N'né ménika
Tidiani Kone & Orchestre Poly Rythmo - Djanfa Magni
Raffaella Carra - Cuando calienta el sol
Laurie Miller - Love is a natural magical thing
Tteo - Samba
The Hard Workers - Ayoba-yo
Condry Ziqubu - Gorilla man
Maureen - Pum fat
Ragazza Xxi - Sonho BB (feat. Marara Kelly)
La Poison - Décadanse générale
Lio - Le banana split (Long version)
Keith Mansfield - Young scene
Roger & The Gypsies - Pass the hatchet
Tony Clarke - Landslide
